# Undirected graph: ../../data/output/amazon.ungraph.txt
# Amazon
# Nodes: 334863 Edges: 925872
# FromNodeId	ToNodeId
89139	145106
89139	200053
89139	213860
89139	244471
89139	266813
89139	299825
89139	300708
89139	340706
89139	378525
89139	461995
89139	475011
89139	495940
89139	521116
89139	534520
89139	539128
89856	139102
89856	379152
89856	441305
89856	502108
89918	135409
89918	310488
89918	397448
89918	416018
89970	167882
89970	317090
90295	92800
90295	386343
90557	176500
90557	176695
90557	290968
90557	415981
90557	515422
90608	109422
90608	328644
90608	391732
90734	92800
90734	510772
90938	214452
90938	244240
90938	246173
90938	289781
90938	336770
90938	537816
91592	120380
91592	142427
91592	279216
91722	166267
91722	483624
91722	530243
91726	123900
91726	376458
91726	424287
91726	486252
91726	503239
91726	518091
91927	289766
91927	398891
91927	398893
91983	107230
91983	153172
91983	178391
91983	196453
91983	218429
91983	412077
92465	109590
92465	121926
92465	321070
92465	341967
92465	401686
92465	422027
92472	141618
92472	149809
92472	306636
92472	542633
92800	97219
92800	109808
92800	166561
92800	177538
92800	211751
92800	236925
92800	266796
92800	353233
92800	378214
92800	386343
92800	387968
92800	432128
92800	463724
92800	480132
92800	488909
92800	510772
92800	519994
92920	121262
92920	123533
92920	157915
92920	316031
92920	332123
92920	351358
92920	428970
92920	504364
92920	505559
93112	202852
93112	274819
93112	396542
93112	514958
93356	186022
93356	191775
93356	318212
93356	535477
93746	164375
93746	293070
93746	332827
93746	334329
93746	362923
93746	423318
93746	430354
93814	110650
93814	141343
93814	165406
93814	186613
93814	189829
93814	194776
93814	208621
93814	211894
93814	221436
93814	264569
93814	296207
93814	350413
93814	411459
93814	488813
93891	115260
93891	170067
93891	254994
93891	329428
93891	407247
94085	152903
94085	226158
94085	274813
94085	547883
94166	121596
94166	256479
94166	368759
94166	495786
94213	110062
94213	220205
94213	250261
94213	269199
94213	322607
94213	353310
94213	370860
94213	383361
94213	443073
94213	472803
94727	196150
94727	320332
94727	449101
94878	101818
94878	244824
94878	441305
94878	502108
95225	243558
95225	319433
95225	343743
95225	513572
95258	135409
95258	301682
95258	368498
95258	433792
95427	229209
95427	383087
95427	458993
95444	200228
95444	355253
95444	424561
95444	457300
95698	97420
95698	254204
95698	354600
96158	127568
96158	179921
96158	252788
96158	542683
96158	543173
96158	543247
96236	101649
96236	102034
96236	102035
96236	413287
96812	121462
96812	121482
96812	534790
96824	121462
97219	198063
97219	248191
97420	354600
97420	498016
97893	148445
97893	389190
98075	279387
98075	303927
98081	152407
98081	419862
98112	124351
98112	141157
98112	292574
98112	346811
98112	406477
98112	430451
98112	495620
98112	521772
98112	541076
98269	127345
98269	184458
98269	536830
98332	122915
98332	127345
98332	311872
98332	343242
98332	381003
98332	403255
98332	536830
98343	131043
98354	130619
98354	184010
98354	296660
98354	392256
98354	434007
98354	439553
98354	497880
98354	509523
98368	330506
98368	401127
98368	537827
98588	118943
98588	143608
98588	168570
98588	187370
98588	193654
98588	255303
98588	327145
98588	366418
98588	410887
98588	419483
98588	444875
98588	498286
98588	541959
98742	226158
98742	274813
98742	544421
98742	546598
98742	547883
99183	172446
99183	508485
99302	123836
99302	154282
99302	372706
99302	407647
99302	431741
99335	105394
99335	183951
99335	217000
99335	454538
99335	474184
99335	522223
99373	107972
99373	311872
99373	333916
99373	343242
99373	381003
99373	403255
99373	494481
99780	155142
99780	201881
99780	502756
100084	262922
100084	378414
100623	338700
100623	418918
100707	119487
100707	166165
100707	166170
100707	166173
100707	167893
100707	191264
100707	191279
100707	244171
100707	256475
100707	424622
100707	424626
100707	475258
100707	533174
100932	200920
100932	210859
100932	267416
100932	495066
101019	184458
101019	188073
101019	195210
101295	443897
101295	492349
101295	497338
101389	238430
101389	387833
101389	417412
101389	501768
101480	149826
101480	396323
101480	408619
101480	432613
101480	536075
101649	102034
101649	102035
101649	413287
101668	190062
101668	274521
101668	328123
101668	405565
101776	190275
101776	348300
101818	502108
101909	348662
101909	487512
101909	523664
101909	535205
101909	535798
101939	150038
101939	203600
101939	226912
101939	276086
101939	341761
101939	377304
102034	102035
102034	413287
102035	413287
102198	124244
102198	175208
102198	177684
102198	265673
102198	339167
102198	404226
102198	404701
102198	420400
102198	479041
102612	215620
102612	283137
102612	292617
102612	468203
102612	521114
102612	539633
102636	425891
102776	475488
102867	280717
102867	392919
102867	491073
102867	530571
103117	103118
103117	103120
103117	174485
103117	334974
103117	351390
103117	484333
103117	536934
103118	120328
103118	326464
103118	334974
103118	484333
103118	504033
103118	536934
103120	484333
103120	536934
103534	208118
103534	323254
103534	382935
103534	521727
103544	163920
103544	367285
103544	421557
103544	475581
103808	175208
103808	222832
103808	247631
103808	372073
103808	444299
104062	143271
104062	156757
104062	278593
104062	492497
104062	503505
104176	105204
104176	161232
104176	165430
104176	487943
104176	521872
104176	539482
104191	128901
104191	341575
104191	389644
104191	413419
104350	106397
104350	135409
104465	107783
104465	187563
104465	264468
104465	318870
104504	190266
104504	266147
104553	217871
104553	287524
104553	418177
104553	512729
104712	260938
104712	351390
104712	504033
104712	528285
104761	166117
104761	193805
104761	245190
104761	262219
104761	484283
104761	521532
104911	112494
104911	174472
104911	292405
104911	376852
104911	425287
104911	440380
104911	511848
104911	539186
104997	115598
104997	290813
104997	457320
104997	528926
105204	161232
105204	487943
105204	490596
105204	521872
105204	539482
105230	129923
105230	145106
105230	244471
105230	299825
105230	378525
105230	475011
105230	539128
105394	183951
105394	217000
105394	223185
105394	248193
105394	394033
105394	454538
105394	474184
105394	493039
105394	522223
105619	343242
105619	434966
105619	520121
106045	308296
106045	313447
106045	361731
106195	139914
106195	144982
106195	293032
106195	350251
106195	483624
106195	489117
106397	131043
106397	154146
106397	162974
106397	209915
106397	286536
106397	301483
106397	344483
106397	349627
106397	403346
106397	416364
106397	427277
106397	498651
106397	499716
106397	546224
107045	246767
107045	271270
107045	308167
107045	415981
107045	485935
107045	490231
107054	155845
107054	185174
107054	289496
107054	452292
107054	493148
107186	109422
107186	328644
107186	377039
107186	391732
107230	153172
107230	178391
107230	375181
107230	399137
107230	412077
107230	438465
107722	161307
107722	166735
107722	476208
107783	187563
107783	264468
107783	318870
107783	517993
107930	123533
107930	504364
107930	505559
109138	212232
109138	294323
109138	312685
109138	417416
109138	464198
109138	464205
109197	348662
109197	487512
109197	531782
109204	222178
109204	308746
109204	329470
109204	408058
109204	504430
109242	371964
109242	383679
109242	431548
109243	264309
109243	266187
109243	283440
109243	480884
109368	139914
109368	144982
109368	434252
109368	489117
109422	328644
109422	377039
109422	391732
109590	121926
109590	321070
109590	401686
109595	114378
109595	114379
109595	126433
109595	126441
109595	545994
109595	545995
109595	546890
109595	546891
109808	510772
109934	248053
109934	252184
109934	264966
110062	178554
110062	250261
110062	269199
110062	322607
110062	370860
110062	443073
110062	448868
110062	472803
110425	135115
110425	155663
110425	326481
110425	413490
110457	114761
110457	122965
110457	275458
110457	299812
110457	317034
110457	407219
110457	422634
110457	537703
110507	110512
110507	110748
110507	192985
110507	372395
110507	432505
110512	110748
110512	372395
110512	432505
110650	141343
110650	147152
110650	165406
110650	194776
110650	208621
110650	211894
110650	216826
110650	221436
110650	264569
110650	296207
110650	313446
110650	350413
110650	411459
110650	448724
110650	454723
110650	488813
110748	192985
110748	372395
110748	432505
110936	146209
110936	253751
110936	481242
110936	525219
110936	525485
111172	165101
111172	303322
111172	316307
111172	342327
111172	415737
111172	512492
111550	131043
111722	111726
111722	122613
111722	122622
111722	138325
111722	147105
111722	147107
111722	181666
111722	223046
111722	249702
111722	362176
111726	122622
111726	138325
111726	147107
111726	181666
111726	223046
111726	249702
111726	362176
111955	538656
112169	136793
112169	246858
112169	352393
112169	484405
112408	372431
112408	372489
112408	446676
112408	507743
112408	530864
112494	132794
112494	145503
112494	174472
112494	219575
112494	262879
112494	268629
112494	276958
112494	281468
112494	293009
112494	308357
112494	331825
112494	336749
112494	376852
112494	416431
112494	432003
112494	452257
112494	466842
112494	467133
112768	412242
112768	483042
112813	112814
112813	112821
112813	112823
112814	112821
112814	112823
112821	112823
113150	121596
113150	256479
113150	368759
113192	338338
113192	350418
113192	362572
113192	367645
113192	376699
113192	391528
113192	432983
113192	524891
113369	318953
113369	343017
113369	368792
113369	524986
113592	127958
113592	127960
113592	377832
113773	138428
113773	492349
113773	497338
114378	126430
114378	126433
114378	126441
114378	132756
114378	132763
114378	246060
114378	270524
114378	545994
114378	545995
114378	546890
114378	546891
114379	126433
114379	126441
114379	132756
114379	270524
114379	545994
114379	545995
114379	546890
114379	546891
114473	139089
114473	163920
114473	189013
114473	210992
114473	212553
114473	220330
114473	234271
114473	235970
114651	203826
114651	365199
114651	503396
114651	524843
114761	150359
114761	275458
114761	299812
114761	317034
114761	319392
115054	278864
115054	342984
115054	413249
115054	413257
115054	432850
115054	515761
115260	170067
115260	254994
115260	329428
115260	350318
115260	433300
115271	216625
115271	270593
115271	463702
115271	528717
115598	457320
116233	172595
116233	308654
116233	376908
116233	517813
116233	531212
116969	141618
116969	306636
116969	542633
117069	223212
117069	469642
117486	146955
117486	273989
117486	284155
117486	295130
117486	321070
117486	335776
117486	341967
117486	345173
117486	396551
117486	421754
117486	422027
117486	422838
117486	430353
117486	459353
117486	462308
117486	484357
117486	529577
117539	309574
117539	341777
117539	372557
117923	171689
117923	233859
117923	368169
117923	391528
117923	504792
118077	210348
118077	214773
118077	340409
118077	387782
118077	478705
118077	540608
118346	164375
118346	268565
118346	332827
118346	334329
118346	362923
118346	420513
118346	423318
118346	520700
118922	442646
118943	143608
118943	193654
118943	255303
118943	410887
118943	444875
118948	191846
118948	209822
118948	455700
118948	482725
119275	153173
119275	183951
119275	184707
119275	419830
119275	433145
119275	454538
119487	143005
119487	166173
119487	167893
119487	191264
119487	307846
120326	137392
120326	190266
120326	281118
120326	519342
120328	484333
120380	279216
120380	397590
120380	515659
120615	204966
120615	225233
120615	541122
121097	169552
121097	234924
121097	395215
121097	428101
121262	123533
121262	332123
121262	428970
121262	504364
121262	505559
121270	168720
121270	182430
121270	228831
121270	229510
121270	254263
121270	432937
121462	121482
121462	429082
121482	243863
121482	438354
121482	542184
121596	187952
121596	215497
121596	256479
121596	273064
121596	279547
121596	337822
121596	345142
121596	368759
121596	368907
121596	393538
121596	421881
121596	446997
121596	470866
121596	470946
121596	495786
121596	502084
121596	505755
121764	208118
121764	241811
121764	382935
121764	456320
121764	521727
121919	142230
121919	286636
121919	316850
121919	340933
121919	341120
121919	366211
121919	443972
121919	448617
121919	516510
121919	532925
121919	537035
121926	161336
121926	341967
121926	345173
121926	422027
121995	142454
121995	255990
121995	289258
121995	296533
121995	472037
121995	479281
122613	122622
122613	223046
122622	138325
122622	147105
122622	147107
122622	181666
122622	223046
122622	249702
122622	362176
122815	148649
122815	167100
122815	214773
122815	332103
122815	478705
122915	306781
122915	327818
122965	275458
122965	299812
123128	241897
123128	447338
123237	158734
123297	434120
123426	127075
123426	227401
123426	231715
123426	278417
123426	392363
123426	458122
123426	526689
123426	533905
123533	147977
123533	157915
123533	327740
123533	332123
123533	412972
123533	504364
123533	505559
123533	512705
123836	236304
123836	359862
123836	407647
124093	154240
124093	300585
124093	367022
124093	371886
124093	428784
124093	456290
124094	149985
124094	222178
124094	329470
124094	408058
124094	504430
124244	346493
124244	479041
124244	504729
124351	141157
124351	292574
124351	430451
124351	495620
124351	521772
125857	147931
125857	215266
125857	249771
125857	360314
125857	468231
125857	532208
126430	126441
126430	132763
126430	546890
126430	546891
126433	126441
126433	246060
126433	270524
126433	545994
126433	545995
126433	546890
126433	546891
126438	196682
126438	214555
126438	542319
126438	542899
126441	132756
126441	132763
126441	246060
126441	546891
126713	150430
126713	173221
126713	327740
126713	395771
126713	423708
126757	138428
126757	200196
126757	404752
126757	443897
126757	497338
127075	227401
127075	231715
127075	392363
127075	486582
127075	501516
127075	526689
127075	533905
127199	208714
127199	314250
127199	335183
127199	447892
127262	202986
127262	221281
127262	229209
127262	287582
127262	309411
127262	345901
127262	366824
127262	377247
127262	390680
127262	434830
127262	502212
127262	541690
127332	169697
127332	188389
127332	210373
127332	235362
127332	292843
127332	513756
127341	127388
127341	227401
127341	231715
127341	278417
127341	328428
127341	364895
127341	383177
127341	392363
127341	526689
127341	533905
127345	131182
127345	184458
127345	188073
127345	189959
127345	195210
127345	215955
127345	217230
127345	328468
127345	343242
127345	400523
127345	434966
127345	519013
127345	536830
127388	227401
127388	231715
127388	278417
127388	328428
127388	383177
127388	392363
127388	526689
127568	179921
127568	179922
127568	247058
127568	247059
127568	252788
127568	538287
127568	538974
127568	542683
127821	229209
127821	458993
127958	127960
127958	377832
127960	377832
128025	196142
128025	244171
128025	256475
128025	269554
128025	534471
128026	285524
128205	290325
128205	307436
128205	426857
128205	535832
128544	317254
128544	341322
128544	341352
128705	185636
128705	216567
128705	318376
128781	399478
128781	487512
128781	535205
128781	535798
128901	341575
128901	389644
128901	413419
129002	216625
129002	264309
129002	320858
129002	501124
129143	157635
129143	284216
129143	455942
129143	535153
129143	541552
129562	184528
129562	296660
129562	377393
129562	439553
129787	309414
129787	343680
129787	452947
129787	470372
129787	471071
129819	417383
129923	145106
129923	244471
129923	378525
129923	475011
130445	142400
130445	197137
130445	199656
130445	373438
130445	409881
130445	409887
130619	343067
130619	376352
130619	497880
130724	196150
130724	449101
131043	135409
131043	189882
131043	301682
131043	328951
131043	499716
131093	210992
131093	235970
131093	433843
131181	282389
131181	432714
131181	532864
131182	184458
131182	536830
131211	335763
131211	452884
131211	494481
131232	132531
131232	201855
131232	321841
131232	347858
132215	245498
132215	257303
132215	311778
132215	426205
132215	487957
132270	132274
132270	168752
132270	213186
132270	502037
132270	502827
132270	539584
132274	168752
132274	213186
132274	502827
132531	132725
132531	201855
132531	321841
132531	347858
132531	533157
132671	182587
132671	278725
132671	303160
132671	320287
132671	519672
132671	534790
132725	201855
132725	321841
132725	347858
132725	533157
132737	135088
132737	364856
132737	428580
132737	474613
132737	516378
132756	132763
132756	246060
132756	270524
132756	546890
132763	246060
132763	546890
132763	546891
132794	174472
132794	262879
132794	430888
133283	294372
133283	437010
133831	376852
133831	424508
133831	538944
133831	539186
134247	171553
134247	223767
134247	258658
134247	306262
134247	442607
134247	458567
134888	300585
134888	399682
135088	364856
135088	428580
135088	428582
135088	474613
135115	155663
135115	326481
135115	391539
135115	433792
135115	477664
135115	515094
135409	154146
135409	162974
135409	209915
135409	301483
135409	301682
135409	310488
135409	349627
135409	368498
135409	389791
135409	397448
135409	403346
135409	416018
135409	427277
135409	433792
135409	485524
135409	498651
135409	499716
135409	535908
135702	142427
135702	324785
135747	265240
135747	340335
135747	372489
135747	446676
136208	179179
136208	378414
136208	408658
136208	512234
136209	136211
136209	342327
136209	359267
136210	189286
136210	221801
136210	301886
136210	313801
136210	342330
136210	482998
136211	303322
136211	342327
136211	359267
136211	415737
136713	163046
136713	473474
136713	473755
136733	423025
136793	246858
136793	271319
136793	295861
136793	484405
137178	161382
137178	196335
137178	209023
137178	335149
137178	401485
137178	426918
137392	266147
137392	281961
137392	504277
137761	168637
137766	168637
138325	147107
138325	223046
138399	364200
138399	387987
138399	404725
138399	489673
138428	227747
138428	243469
138428	337503
138428	387972
138428	404752
138428	443897
138428	459971
138428	468191
138428	492349
138428	497338
138475	149247
138475	149250
138889	138890
138889	163775
138889	288321
138889	499031
138890	163775
138890	288321
138890	499031
139089	163920
139089	200271
139089	203903
139089	210992
139089	212553
139089	235970
139089	363926
139089	367285
139089	389871
139089	421557
139089	423859
139089	426269
139089	444750
139089	445441
139089	460870
139102	435000
139102	441305
139102	502108
139840	219107
139840	363219
139914	143589
139914	144982
139914	166267
139914	213711
139914	293032
139914	328351
139914	350251
139914	352994
139914	434252
139914	440776
139914	470842
139914	483624
139914	489117
139914	530243
139954	508801
140298	278141
140392	144255
140392	206643
140392	230601
140392	322563
140392	390081
140392	465991
140476	165128
140476	196566
140476	198304
140476	323371
140476	348877
140476	463702
140476	472962
140476	501124
140945	383679
140945	431548
140945	543414
141007	260938
141007	351390
141007	484333
141007	504033
141206	158496
141206	210605
141206	210607
141206	230566
141206	367931
141206	486979
141343	208621
141343	264569
141343	454723
141618	306636
141711	210992
141711	358034
141711	451671
141711	475581
142229	157635
142229	284216
142229	407895
142229	455942
142229	486884
142230	286636
142230	294783
142230	532925
142383	252000
142383	288316
142383	323618
142400	330293
142427	279216
142427	515659
142454	164009
142454	200738
142454	222671
142454	244035
142454	255990
142454	296533
142454	332312
142454	427927
142454	472037
142454	479281
143005	166173
143005	167893
143005	191264
143005	307846
143271	146623
143271	278593
143271	492497
143368	368759
143589	166267
143589	182215
143589	483624
143589	489117
143608	168570
143608	187370
143608	193654
143608	255303
143608	255775
143608	327145
143608	366418
143608	377884
143608	410887
143608	410943
143608	419483
143608	444875
143608	498286
143608	507155
143608	539820
143608	541959
144252	247194
144255	206643
144255	230601
144255	255355
144255	322563
144255	390081
144255	465991
144416	194103
144416	212214
144416	304639
144416	336162
144416	459124
144416	521447
144469	260897
144469	507060
144469	507063
144507	237774
144507	311724
144507	363864
144507	531441
144507	543408
144629	207697
144629	483701
144629	508622
144982	182215
144982	213711
144982	293032
144982	328351
144982	350251
144982	352994
144982	434252
144982	440776
144982	470842
144982	483624
144982	489117
144982	530243
145089	210462
145089	254423
145089	370812
145089	538222
145106	461995
145106	475011
145503	376852
145503	424508
145503	440380
145503	539186
145537	146955
145537	273989
145537	321070
145537	345173
145537	422027
145588	287486
145753	150077
145753	366700
145753	419305
145753	508809
145753	518502
145927	444875
145927	463844
145927	541959
146209	481242
146209	483042
146209	525219
146229	211795
146229	276753
146229	455263
146229	475285
146229	477697
146229	482546
146229	531758
146269	283137
146269	358440
146269	468203
146401	149579
146401	354715
146401	368498
146480	146488
146480	289496
146481	146488
146481	289370
146481	289496
146481	392857
146488	289370
146488	289496
146488	392857
146488	440539
146593	146661
146593	542864
146593	542865
146593	543666
146623	156757
146661	542864
146661	542865
146661	543189
146661	543666
146955	161336
146955	215061
146955	273989
146955	284155
146955	295130
146955	321070
146955	335776
146955	345173
146955	421754
146955	422838
146955	459353
146955	467394
146955	484357
146955	529577
147105	147107
147105	223046
147107	181666
147107	223046
147107	249702
147152	208621
147152	216826
147152	221436
147152	264569
147735	169543
147735	219957
147735	284749
147735	346229
147735	461219
147778	199231
147778	252000
147931	215266
147931	249771
147931	532208
147977	504364
147977	505559
147977	512705
148221	414685
148286	201129
148286	203622
148286	294724
148286	315974
148286	374151
148286	445680
148286	484183
148445	353325
148445	389190
148532	335159
148532	425066
148532	429655
148532	532991
148535	300111
148535	335159
148535	335171
148535	341594
148535	429655
148535	481957
148535	532991
148649	210348
148649	332103
148649	387782
148649	460517
148649	478705
148870	174097
148870	188389
148870	235362
148870	281396
148870	292843
148870	356349
149247	149250
149319	174485
149319	394853
149319	448031
149319	494565
149339	221445
149339	233610
149339	334880
149339	376748
149432	246768
149432	362551
149432	387465
149432	436450
149579	183231
149579	206540
149579	354715
149579	403540
149809	166549
149809	314719
149809	543516
149826	396323
149826	536075
149985	153287
149985	222178
149985	329470
149985	408058
149985	504430
150038	246768
150038	362551
150038	377304
150038	541722
150077	183631
150077	352756
150077	366700
150077	419305
150077	487323
150077	508809
150077	518502
150312	208118
150312	323254
150312	343878
150312	382935
150312	469585
150312	521727
150359	319392
150359	407219
150430	220148
150430	395771
150430	423708
150522	193654
150522	334757
150522	444875
150522	541959
151456	176604
151456	536741
151456	536742
151456	543730
151456	543731
151748	151750
151748	151751
151748	176604
151748	176908
151748	536741
151748	536742
151748	542826
151748	543762
151750	176604
151750	176908
151750	257397
151750	536742
151750	543730
151750	543762
151751	176604
151751	176908
151751	257397
151751	542826
151751	543762
151849	154509
151849	300975
151849	330328
151862	242226
151862	243454
151862	399318
151862	435179
152407	229209
152407	301761
152407	419862
152407	458993
152589	224252
152589	256580
152589	330293
152589	354565
152589	423673
152589	463745
152903	240113
152903	274813
152903	544421
152903	546598
152903	547883
153172	375181
153172	399137
153172	412242
153173	184707
153173	433145
153173	454538
153173	465101
153173	474184
153287	222178
153287	329470
153287	408058
153287	504430
153991	494261
153991	523664
153991	525313
153991	531782
153991	535798
154146	301483
154240	300585
154240	324665
154240	367022
154240	371886
154240	399682
154240	456290
154277	154282
154277	344610
154277	372706
154277	431741
154282	209163
154282	236304
154282	344610
154282	359862
154282	372706
154282	407647
154282	431741
154377	232317
154377	272804
154377	300742
154377	395887
154377	431548
154509	300975
154620	190475
154620	502756
154817	457208
154817	481287
154817	503250
154817	506211
155031	246858
155031	271319
155031	295861
155031	484405
155096	276412
155096	300910
155096	318079
155096	318090
155096	425656
155096	518217
155142	190275
155142	201881
155513	164014
155513	180755
155513	235411
155513	236017
155513	281125
155513	334170
155513	352500
155513	376515
155513	522191
155663	301682
155663	325745
155663	326481
155663	368498
155663	391539
155663	413490
155663	433792
155663	477664
155663	515094
155845	289496
156150	176500
156150	176695
156150	290968
156150	415981
156150	515422
156150	541552
156691	210992
156691	235970
156757	278593
156757	492497
156757	503505
156783	340064
156783	487657
156987	236045
156987	280502
157416	173539
157416	178628
157416	209292
157416	274778
157416	295279
157416	316385
157416	352393
157635	196910
157635	338700
157635	393110
157635	486884
157635	535153
157635	541552
157915	504364
157915	505559
158129	292038
158129	464340
158496	210607
158496	230566
158496	268119
158496	367931
158496	486979
158534	339500
158534	469396
158674	305716
158734	167220
158734	239165
158734	530074
158753	376852
158753	424508
158753	539186
158820	183831
158820	351378
158820	361649
158820	426088
158820	433300
158820	509910
158841	164686
158841	393054
158906	167220
158906	229030
158906	239165
158906	247783
158906	353741
158906	384540
158906	398312
158906	530074
158906	534698
159036	300111
159036	335158
159036	335159
159036	341594
159972	189286
159972	204831
159972	313801
159972	342330
160798	233468
160798	257621
160798	281988
160798	353931
160798	443821
160798	501902
160798	522415
161157	450608
161157	457320
161232	347743
161232	487943
161232	524008
161232	539482
161307	166735
161307	476208
161318	315446
161318	376908
161318	517813
161336	284970
161336	341967
161382	196335
161382	214328
161382	335149
161382	401485
161382	426918
161382	481587
161938	201570
161938	201572
161938	201574
161938	215112
161938	216724
161938	252984
161938	523685
162404	201129
162404	361607
162404	478857
162404	485621
162584	180642
162584	343067
162584	376352
162584	476031
162652	181953
162652	324785
162652	358034
162652	416846
162709	282906
162709	305716
162709	422063
162974	301483
163015	408836
163015	436124
163046	222737
163046	224484
163046	249270
163046	267959
163046	377023
163046	473474
163046	473755
163046	530348
163046	534978
163775	288321
163775	499031
163920	189013
163920	210992
163920	212553
163920	220330
163920	234271
163920	235970
163920	423859
163920	426269
164009	244035
164009	332312
164014	180755
164014	281125
164014	352500
164014	522191
164033	487657
164133	173160
164133	530421
164151	168608
164151	395771
164151	419830
164151	433665
164151	471591
164151	492176
164375	332827
164375	420513
164375	423318
164375	520700
164387	167882
164387	317090
164387	354565
164387	531792
164602	431548
164602	543414
164686	393054
164686	528993
164985	225214
164985	232761
165101	303322
165101	304562
165101	316307
165128	198304
165128	320858
165128	463702
165141	443972
165352	546303
165352	547111
165352	547342
165352	547343
165389	342327
165389	467217
165406	264569
165406	411459
165406	488813
165430	487943
165430	521872
165469	199231
165469	230958
165469	252000
165469	288316
166077	188698
166077	370812
166077	408836
166077	519672
166117	193805
166117	262219
166117	484283
166117	521532
166165	191264
166165	191279
166165	196142
166165	256475
166165	269554
166165	424622
166165	424626
166165	505359
166165	505371
166165	505374
166170	166173
166170	191264
166170	424622
166170	424626
166173	191264
166173	191279
166173	307846
166173	424622
166173	505371
166173	534471
166267	182215
166267	222047
166267	483624
166267	489117
166549	208714
166549	306636
166549	314250
166549	314719
166549	429708
166549	542633
166549	543516
166561	510772
166735	476208
167100	214773
167100	274196
167100	412316
167100	445673
167100	478705
167220	229030
167220	239165
167220	247783
167220	353741
167220	384540
167220	398312
167220	530074
167220	534698
167882	279755
167882	330293
167882	354088
167882	354565
167882	474381
167882	529444
167893	191279
167893	244171
167893	307846
167893	533174
168501	175869
168501	537116
168570	327145
168570	377884
168570	410943
168570	444875
168570	498286
168570	507155
168608	327740
168608	395771
168608	419830
168608	492176
168637	183395
168637	183412
168637	239050
168637	351527
168715	168720
168715	182430
168715	229510
168715	261558
168715	445716
168720	229510
168720	261558
168720	309573
168720	317603
168720	382724
168720	406305
168720	406909
168720	445716
168720	471009
168720	494860
168752	213186
168752	467688
168752	502827
168752	539584
169543	219957
169543	284749
169543	346229
169543	461219
169552	234924
169552	395215
169552	428101
169697	188389
169697	210373
169697	235362
169697	289195
169697	292843
169697	513756
170067	254994
170067	329428
170067	350318
170067	407247
170107	266583
170107	320914
170107	376458
170107	416072
170107	417848
170107	526735
170107	532709
170107	539791
170327	335007
170730	253794
170730	286274
170730	496093
170849	535138
171028	467252
171491	337503
171491	404752
171491	492349
171553	223767
171553	258658
171553	306262
171553	442607
171553	458567
171553	518137
171689	199263
171689	233859
171689	368169
171689	504792
172062	210724
172062	227921
172062	285524
172062	330175
172062	468293
172367	172369
172367	538480
172367	542184
172367	543899
172369	538480
172369	542184
172369	543899
172446	249808
172446	426724
172446	508485
172595	308654
172595	315446
172595	376908
172595	430858
172595	517813
172595	531212
173160	530421
173221	220148
173221	315743
173221	327740
173221	371893
173221	395771
173221	423708
173371	271270
173371	308167
173371	467258
173371	490231
173539	178628
173539	209292
173539	274778
173539	295279
173539	316385
173539	377293
173687	188389
173687	292843
173687	356349
173687	513756
174097	233313
174097	292843
174097	356349
174097	513756
174206	174208
174206	401351
174206	401355
174206	401357
174206	401386
174206	548526
174208	401355
174208	401357
174208	401386
174208	548526
174472	201407
174472	219575
174472	259625
174472	268629
174472	276958
174472	285560
174472	292405
174472	308357
174472	416431
174472	430888
174472	432003
174472	440380
174472	452257
174472	466842
174472	467133
174472	511848
174485	195684
174485	394853
174485	448031
174485	494565
174485	536934
174928	444875
174928	463844
174928	541959
175208	222832
175208	247631
175208	247703
175208	265673
175208	339167
175208	372073
175208	401800
175208	420400
175208	444299
175208	482092
175208	493075
175208	504729
175213	301682
175213	326481
175213	368498
175213	433792
175869	537116
176255	468259
176255	532724
176500	176695
176500	271270
176500	290968
176500	398631
176500	415981
176500	467258
176500	490231
176500	515422
176604	176908
176604	536741
176604	536742
176604	542826
176604	543730
176604	543731
176695	415981
176695	515422
176891	201263
176891	336715
176891	366590
176891	408596
176891	455003
176908	542826
176908	543730
176908	543731
176908	543762
176985	273989
176985	321070
176985	335776
176985	345173
176985	459353
177501	196335
177501	214328
177501	401485
177501	426918
177501	456795
177538	510772
177684	222832
177684	265673
178391	375181
178391	399137
178391	412242
178554	220205
178554	269199
178554	322607
178554	370860
178628	352393
179001	391697
179001	412528
179179	262922
179179	378414
179179	408658
179179	512234
179921	252788
179921	538287
179921	538974
179921	542683
179921	543173
179921	543247
179922	252788
179922	538974
179922	542683
179922	543173
179922	543247
180642	343067
180642	362223
180642	376352
180642	476031
180755	236017
180755	281125
180755	352500
180755	376515
180755	522191
181666	223046
181785	338700
181785	418918
181922	239992
181922	278593
181922	492497
181953	358034
181953	416846
182201	229209
182201	289953
182201	347716
182201	383087
182201	443332
182201	502212
182215	470842
182215	530243
182430	193790
182430	205319
182430	228831
182430	229510
182430	254263
182430	320128
182430	412670
182430	445716
182430	539125
182587	303160
182587	534790
182923	409356
182923	458993
183231	254963
183231	354715
183514	240693
183514	274819
183514	438438
183514	514958
183631	226183
183631	366700
183631	487323
183631	518502
183831	189612
183831	241647
183831	351378
183831	396323
183831	426088
183831	433300
183871	206643
183871	247194
183871	364779
183871	366253
183951	217000
183951	248193
183951	394033
183951	454538
183951	474184
183951	522223
184010	188991
184010	246810
184010	248492
184010	425261
184010	497880
184010	497950
184458	188073
184458	189959
184458	195210
184458	215955
184458	396649
184458	400523
184458	420427
184528	296660
184528	439553
184707	419830
185150	214023
185150	255722
185150	262922
185150	359500
